batch_no,classifier,accuracy,recall_0,recall_4,precision_0,precision_4,f1_0,f1_4,batch_size
350,PA,0.6225,0.6363636363636364,0.6103286384976526,0.5891089108910891,0.6565656565656566,0.6118251928020565,0.6326034063260341,2000
350,NB,0.83,0.8128342245989305,0.8450704225352113,0.8216216216216217,0.8372093023255814,0.8172043010752688,0.8411214953271028,2000
350,SGD,0.7175,0.6417112299465241,0.784037558685446,0.7228915662650602,0.7136752136752137,0.6798866855524079,0.7472035794183445,2000
351,PA,0.6375,0.7661691542288557,0.507537688442211,0.6111111111111112,0.6824324324324325,0.6799116997792496,0.5821325648414987,2000
351,NB,0.845,0.835820895522388,0.8542713567839196,0.8527918781725888,0.8374384236453202,0.8442211055276381,0.845771144278607,2000
351,SGD,0.76,0.7412935323383084,0.7788944723618091,0.772020725388601,0.748792270531401,0.7563451776649746,0.7635467980295566,2000
352,PA,0.635,0.6,0.6777777777777778,0.6947368421052632,0.580952380952381,0.6439024390243903,0.6256410256410257,2000
352,NB,0.825,0.8227272727272728,0.8277777777777777,0.8537735849056604,0.7925531914893617,0.837962962962963,0.809782608695652,2000
352,SGD,0.7175,0.6772727272727272,0.7666666666666667,0.7801047120418848,0.6602870813397129,0.7250608272506083,0.7095115681233933,2000
353,PA,0.6425,0.69,0.595,0.6301369863013698,0.6574585635359116,0.6587112171837709,0.6246719160104987,2000
353,NB,0.8725,0.89,0.855,0.8599033816425121,0.8860103626943006,0.8746928746928748,0.8702290076335878,2000
353,SGD,0.7625,0.705,0.82,0.7966101694915254,0.7354260089686099,0.7480106100795756,0.7754137115839244,2000
354,PA,0.675,0.7107843137254902,0.6377551020408163,0.6712962962962963,0.6793478260869565,0.6904761904761904,0.6578947368421053,2000
354,NB,0.86,0.8431372549019608,0.8775510204081632,0.8775510204081632,0.8431372549019608,0.86,0.86,2000
354,SGD,0.765,0.7156862745098039,0.8163265306122449,0.8021978021978022,0.7339449541284404,0.756476683937824,0.7729468599033816,2000
355,PA,0.655,0.6210045662100456,0.6961325966850829,0.7120418848167539,0.6028708133971292,0.6634146341463415,0.6461538461538462,2000
355,NB,0.8525,0.7990867579908676,0.9171270718232044,0.9210526315789473,0.7904761904761904,0.8557457212713936,0.8491048593350383,2000
355,SGD,0.7575,0.7123287671232876,0.8121546961325967,0.8210526315789474,0.7,0.7628361858190708,0.7519181585677749,2000
356,PA,0.6075,0.6071428571428571,0.6078431372549019,0.5979899497487438,0.6169154228855721,0.6025316455696201,0.6123456790123456,2000
356,NB,0.85,0.8367346938775511,0.8627450980392157,0.8541666666666666,0.8461538461538461,0.845360824742268,0.854368932038835,2000
356,SGD,0.73,0.6989795918367347,0.7598039215686274,0.7365591397849462,0.7242990654205608,0.7172774869109947,0.7416267942583732,2000
357,PA,0.63,0.5714285714285714,0.6994535519125683,0.6927374301675978,0.579185520361991,0.6262626262626262,0.6336633663366337,2000
357,NB,0.8425,0.7926267281105991,0.9016393442622951,0.9052631578947369,0.7857142857142857,0.8452088452088452,0.8396946564885497,2000
357,SGD,0.73,0.6405529953917051,0.8360655737704918,0.8224852071005917,0.6623376623376623,0.7202072538860104,0.7391304347826089,2000
358,PA,0.655,0.7395833333333334,0.5769230769230769,0.6173913043478261,0.7058823529411765,0.6729857819905213,0.634920634920635,2000
358,NB,0.8525,0.8229166666666666,0.8798076923076923,0.8633879781420765,0.8433179723502304,0.8426666666666666,0.8611764705882353,2000
358,SGD,0.7575,0.6770833333333334,0.8317307692307693,0.7878787878787878,0.7361702127659574,0.7282913165266106,0.7810383747178329,2000
359,PA,0.675,0.5412371134020618,0.8009708737864077,0.7191780821917808,0.6496062992125984,0.6176470588235294,0.717391304347826,2000
359,NB,0.8525,0.8711340206185567,0.8349514563106796,0.8325123152709359,0.8730964467005076,0.8513853904282116,0.8535980148883374,2000
359,SGD,0.7475,0.654639175257732,0.8349514563106796,0.7888198757763976,0.7196652719665272,0.7154929577464788,0.7730337078651686,2000
360,PA,0.65,0.7461139896373057,0.5603864734299517,0.6127659574468085,0.703030303030303,0.6728971962616822,0.6236559139784946,2000
360,NB,0.86,0.8601036269430051,0.8599033816425121,0.8512820512820513,0.8682926829268293,0.8556701030927835,0.8640776699029126,2000
360,SGD,0.7675,0.7150259067357513,0.8164251207729468,0.7840909090909091,0.7544642857142857,0.7479674796747967,0.7842227378190254,2000
361,PA,0.69,0.6186046511627907,0.772972972972973,0.76,0.6355555555555555,0.6820512820512821,0.6975609756097562,2000
361,NB,0.885,0.8976744186046511,0.8702702702702703,0.8894009216589862,0.8797814207650273,0.8935185185185185,0.875,2000
361,SGD,0.7225,0.627906976744186,0.8324324324324325,0.8132530120481928,0.6581196581196581,0.7086614173228346,0.7350835322195705,2000
362,PA,0.655,0.6785714285714286,0.6323529411764706,0.6394230769230769,0.671875,0.6584158415841584,0.6515151515151515,2000
362,NB,0.8375,0.826530612244898,0.8480392156862745,0.8393782383419689,0.8357487922705314,0.8329048843187661,0.8418491484184915,2000
362,SGD,0.7625,0.6887755102040817,0.8333333333333334,0.7988165680473372,0.7359307359307359,0.7397260273972602,0.781609195402299,2000
363,PA,0.6375,0.6082949308755761,0.6721311475409836,0.6875,0.5913461538461539,0.6454767726161369,0.629156010230179,2000
363,NB,0.885,0.8709677419354839,0.9016393442622951,0.9130434782608695,0.8549222797927462,0.8915094339622641,0.8776595744680852,2000
363,SGD,0.7475,0.7142857142857143,0.7868852459016393,0.7989690721649485,0.6990291262135923,0.7542579075425792,0.7403598971722364,2000
364,PA,0.66,0.5980861244019139,0.7277486910994765,0.7062146892655368,0.6233183856502242,0.6476683937823834,0.6714975845410628,2000
364,NB,0.8825,0.8803827751196173,0.8848167539267016,0.8932038834951457,0.8711340206185567,0.8867469879518073,0.8779220779220779,2000
364,SGD,0.76,0.7081339712918661,0.8167539267015707,0.8087431693989071,0.7188940092165899,0.7551020408163266,0.7647058823529411,2000
365,PA,0.645,0.6325581395348837,0.6594594594594595,0.6834170854271356,0.6069651741293532,0.6570048309178744,0.6321243523316062,2000
365,NB,0.8575,0.8976744186046511,0.8108108108108109,0.8464912280701754,0.872093023255814,0.8713318284424378,0.8403361344537815,2000
365,SGD,0.71,0.641860465116279,0.7891891891891892,0.7796610169491526,0.6547085201793722,0.7040816326530613,0.7156862745098039,2000
366,PA,0.6575,0.6,0.715,0.6779661016949152,0.6412556053811659,0.636604774535809,0.6761229314420804,2000
366,NB,0.87,0.85,0.89,0.8854166666666666,0.8557692307692307,0.8673469387755102,0.8725490196078431,2000
366,SGD,0.775,0.695,0.855,0.8273809523809523,0.7370689655172413,0.7554347826086956,0.7916666666666665,2000
367,PA,0.645,0.5523809523809524,0.7473684210526316,0.7073170731707317,0.6016949152542372,0.6203208556149732,0.6666666666666667,2000
367,NB,0.845,0.8523809523809524,0.8368421052631579,0.8523809523809524,0.8368421052631579,0.8523809523809524,0.8368421052631579,2000
367,SGD,0.73,0.6619047619047619,0.8052631578947368,0.7897727272727273,0.6830357142857143,0.7202072538860104,0.7391304347826086,2000
368,PA,0.66,0.755,0.565,0.634453781512605,0.6975308641975309,0.6894977168949772,0.6243093922651933,2000
368,NB,0.8725,0.9,0.845,0.8530805687203792,0.8941798941798942,0.8759124087591241,0.8688946015424165,2000
368,SGD,0.75,0.715,0.785,0.7688172043010753,0.7336448598130841,0.7409326424870466,0.7584541062801932,2000
369,PA,0.66,0.6137566137566137,0.7014218009478673,0.6480446927374302,0.669683257918552,0.6304347826086957,0.6851851851851852,2000
369,NB,0.8625,0.8412698412698413,0.8815165876777251,0.8641304347826086,0.8611111111111112,0.8525469168900804,0.8711943793911008,2000
369,SGD,0.7675,0.7142857142857143,0.8151658767772512,0.7758620689655172,0.7610619469026548,0.7438016528925621,0.7871853546910756,2000
370,PA,0.615,0.5196078431372549,0.7142857142857143,0.654320987654321,0.5882352941176471,0.5792349726775956,0.6451612903225806,2000
370,NB,0.85,0.8627450980392157,0.8367346938775511,0.8461538461538461,0.8541666666666666,0.854368932038835,0.845360824742268,2000
370,SGD,0.7175,0.6274509803921569,0.8112244897959183,0.7757575757575758,0.676595744680851,0.6937669376693766,0.7378190255220418,2000
371,PA,0.6525,0.6908212560386473,0.6113989637305699,0.6559633027522935,0.6483516483516484,0.6729411764705883,0.6293333333333334,2000
371,NB,0.8575,0.8647342995169082,0.8497409326424871,0.8605769230769231,0.8541666666666666,0.8626506024096385,0.8519480519480519,2000
371,SGD,0.775,0.7439613526570048,0.8082901554404145,0.806282722513089,0.7464114832535885,0.7738693467336683,0.7761194029850746,2000
372,PA,0.6325,0.5561497326203209,0.6995305164319249,0.6190476190476191,0.6422413793103449,0.5859154929577466,0.6696629213483146,2000
372,NB,0.8175,0.8449197860962567,0.7934272300469484,0.7821782178217822,0.8535353535353535,0.8123393316195373,0.8223844282238443,2000
372,SGD,0.7325,0.6737967914438503,0.784037558685446,0.7325581395348837,0.7324561403508771,0.701949860724234,0.7573696145124716,2000
373,PA,0.6625,0.6141304347826086,0.7037037037037037,0.6384180790960452,0.6816143497757847,0.6260387811634349,0.6924829157175398,2000
373,NB,0.8525,0.8913043478260869,0.8194444444444444,0.8078817733990148,0.8984771573604061,0.8475452196382429,0.8571428571428571,2000
373,SGD,0.7225,0.6956521739130435,0.7453703703703703,0.6994535519125683,0.7419354838709677,0.6975476839237058,0.74364896073903,2000
374,PA,0.615,0.5120772946859904,0.7253886010362695,0.6666666666666666,0.5809128630705395,0.5792349726775957,0.6451612903225807,2000
374,NB,0.865,0.9033816425120773,0.8238341968911918,0.8461538461538461,0.888268156424581,0.8738317757009345,0.8548387096774193,2000
374,SGD,0.7125,0.6328502415458938,0.7979274611398963,0.7705882352941177,0.6695652173913044,0.6949602122015915,0.7281323877068558,2000
375,PA,0.6225,0.5853658536585366,0.6615384615384615,0.6451612903225806,0.602803738317757,0.6138107416879796,0.6308068459657702,2000
375,NB,0.85,0.8439024390243902,0.8564102564102564,0.8606965174129353,0.8391959798994975,0.8522167487684729,0.8477157360406092,2000
375,SGD,0.745,0.7121951219512195,0.7794871794871795,0.7724867724867724,0.7203791469194313,0.7411167512690355,0.7487684729064039,2000
376,PA,0.655,0.6763285024154589,0.6321243523316062,0.6635071090047393,0.6455026455026455,0.6698564593301435,0.6387434554973821,2000
376,NB,0.8675,0.855072463768116,0.8808290155440415,0.885,0.85,0.8697788697788698,0.8651399491094147,2000
376,SGD,0.7575,0.7101449275362319,0.8082901554404145,0.7989130434782609,0.7222222222222222,0.751918158567775,0.762836185819071,2000
377,PA,0.6875,0.6919191919191919,0.6831683168316832,0.681592039800995,0.6934673366834171,0.6867167919799498,0.6882793017456359,2000
377,NB,0.855,0.8787878787878788,0.8316831683168316,0.8365384615384616,0.875,0.8571428571428572,0.8527918781725888,2000
377,SGD,0.735,0.7070707070707071,0.7623762376237624,0.7446808510638298,0.7264150943396226,0.7253886010362693,0.7439613526570047,2000
378,PA,0.67,0.5978835978835979,0.7345971563981043,0.6686390532544378,0.670995670995671,0.6312849162011174,0.7013574660633485,2000
378,NB,0.8525,0.8624338624338624,0.8436018957345972,0.8316326530612245,0.8725490196078431,0.8467532467532467,0.8578313253012049,2000
378,SGD,0.775,0.7566137566137566,0.7914691943127962,0.7647058823529411,0.784037558685446,0.7606382978723404,0.7877358490566038,2000
379,PA,0.6825,0.7368421052631579,0.6333333333333333,0.6451612903225806,0.726775956284153,0.6879606879606879,0.6768447837150127,2000
379,NB,0.8575,0.8578947368421053,0.8571428571428571,0.844559585492228,0.8695652173913043,0.8511749347258485,0.8633093525179856,2000
379,SGD,0.7225,0.6684210526315789,0.7714285714285715,0.7257142857142858,0.72,0.6958904109589041,0.7448275862068965,2000
380,PA,0.6575,0.609375,0.7019230769230769,0.6536312849162011,0.6606334841628959,0.6307277628032345,0.6806526806526806,2000
380,NB,0.8775,0.875,0.8798076923076923,0.8704663212435233,0.8840579710144928,0.8727272727272728,0.8819277108433735,2000
380,SGD,0.77,0.6822916666666666,0.8509615384615384,0.808641975308642,0.7436974789915967,0.7401129943502827,0.7937219730941705,2000
381,PA,0.69,0.6770833333333334,0.7019230769230769,0.6770833333333334,0.7019230769230769,0.6770833333333334,0.7019230769230769,2000
381,NB,0.8575,0.90625,0.8125,0.8169014084507042,0.9037433155080213,0.8592592592592593,0.8556962025316455,2000
381,SGD,0.7525,0.734375,0.7692307692307693,0.746031746031746,0.7582938388625592,0.7401574803149606,0.7637231503579952,2000
382,PA,0.645,0.7024390243902439,0.5846153846153846,0.64,0.6514285714285715,0.6697674418604651,0.6162162162162164,2000
382,NB,0.84,0.8780487804878049,0.8,0.821917808219178,0.861878453038674,0.8490566037735848,0.8297872340425533,2000
382,SGD,0.7475,0.7170731707317073,0.7794871794871795,0.7736842105263158,0.7238095238095238,0.7443037974683544,0.7506172839506172,2000
383,PA,0.655,0.6907216494845361,0.6213592233009708,0.6320754716981132,0.6808510638297872,0.6600985221674877,0.649746192893401,2000
383,NB,0.885,0.8556701030927835,0.912621359223301,0.9021739130434783,0.8703703703703703,0.8783068783068784,0.8909952606635072,2000
383,SGD,0.77,0.6752577319587629,0.8592233009708737,0.81875,0.7375,0.7401129943502825,0.7937219730941704,2000
384,PA,0.645,0.5773195876288659,0.7087378640776699,0.6511627906976745,0.6403508771929824,0.6120218579234973,0.672811059907834,2000
384,NB,0.8475,0.7989690721649485,0.8932038834951457,0.8757062146892656,0.8251121076233184,0.8355795148247979,0.8578088578088578,2000
384,SGD,0.7275,0.6597938144329897,0.7912621359223301,0.7485380116959064,0.7117903930131004,0.7013698630136986,0.749425287356322,2000
385,PA,0.7275,0.7307692307692307,0.7247706422018348,0.689119170984456,0.7632850241545893,0.7093333333333335,0.7435294117647058,2000
385,NB,0.875,0.8626373626373627,0.8853211009174312,0.8626373626373627,0.8853211009174312,0.8626373626373627,0.8853211009174312,2000
385,SGD,0.8075,0.7362637362637363,0.8669724770642202,0.8220858895705522,0.7974683544303798,0.7768115942028986,0.8307692307692308,2000
386,PA,0.6775,0.6717171717171717,0.6831683168316832,0.6751269035532995,0.6798029556650246,0.6734177215189874,0.6814814814814815,2000
386,NB,0.8075,0.803030303030303,0.8118811881188119,0.8071065989847716,0.8078817733990148,0.8050632911392405,0.8098765432098766,2000
386,SGD,0.725,0.6818181818181818,0.7673267326732673,0.7417582417582418,0.7110091743119266,0.7105263157894738,0.7380952380952381,2000
387,PA,0.7025,0.6580310880829016,0.7439613526570048,0.7055555555555556,0.7,0.6809651474530832,0.7213114754098361,2000
387,NB,0.8725,0.8860103626943006,0.8599033816425121,0.855,0.89,0.8702290076335878,0.8746928746928748,2000
387,SGD,0.76,0.689119170984456,0.8260869565217391,0.7869822485207101,0.7402597402597403,0.7348066298342542,0.7808219178082192,2000
388,PA,0.655,0.6951871657754011,0.6197183098591549,0.6161137440758294,0.6984126984126984,0.6532663316582915,0.6567164179104478,2000
388,NB,0.8525,0.8074866310160428,0.892018779342723,0.867816091954023,0.8407079646017699,0.8365650969529085,0.8656036446469249,2000
388,SGD,0.7475,0.679144385026738,0.8075117370892019,0.7559523809523809,0.7413793103448276,0.7154929577464788,0.7730337078651686,2000
389,PA,0.65,0.5436893203883495,0.7628865979381443,0.7088607594936709,0.6115702479338843,0.6153846153846153,0.6788990825688074,2000
389,NB,0.825,0.7912621359223301,0.8608247422680413,0.8578947368421053,0.7952380952380952,0.8232323232323232,0.8267326732673268,2000
389,SGD,0.74,0.6844660194174758,0.7989690721649485,0.7833333333333333,0.7045454545454546,0.7305699481865284,0.748792270531401,2000
390,PA,0.6775,0.7070707070707071,0.6485148514851485,0.6635071090047393,0.6931216931216931,0.684596577017115,0.670076726342711,2000
390,NB,0.835,0.7575757575757576,0.9108910891089109,0.8928571428571429,0.7931034482758621,0.819672131147541,0.8479262672811061,2000
390,SGD,0.745,0.6616161616161617,0.8267326732673267,0.7891566265060241,0.7136752136752137,0.7197802197802197,0.7660550458715596,2000
391,PA,0.64,0.7157894736842105,0.5714285714285714,0.6017699115044248,0.6896551724137931,0.6538461538461539,0.625,2000
391,NB,0.8425,0.7894736842105263,0.8904761904761904,0.8670520231213873,0.8237885462555066,0.8264462809917354,0.8558352402745995,2000
391,SGD,0.725,0.6842105263157895,0.7619047619047619,0.7222222222222222,0.7272727272727273,0.7027027027027027,0.7441860465116279,2000
392,PA,0.685,0.6428571428571429,0.7315789473684211,0.7258064516129032,0.6495327102803738,0.6818181818181818,0.6881188118811881,2000
392,NB,0.835,0.7523809523809524,0.9263157894736842,0.9186046511627907,0.7719298245614035,0.8272251308900525,0.8421052631578947,2000
392,SGD,0.7425,0.7047619047619048,0.7842105263157895,0.783068783068783,0.7061611374407583,0.7418546365914788,0.7431421446384041,2000
393,PA,0.66,0.66,0.66,0.66,0.66,0.66,0.66,2000
393,NB,0.825,0.775,0.875,0.8611111111111112,0.7954545454545454,0.8157894736842106,0.8333333333333334,2000
393,SGD,0.745,0.69,0.8,0.7752808988764045,0.7207207207207207,0.7301587301587302,0.7582938388625592,2000
394,PA,0.6075,0.5685279187817259,0.645320197044335,0.6086956521739131,0.6064814814814815,0.5879265091863518,0.6252983293556087,2000
394,NB,0.8225,0.8274111675126904,0.8177339901477833,0.815,0.83,0.8211586901763224,0.8238213399503722,2000
394,SGD,0.7325,0.6802030456852792,0.7832512315270936,0.7528089887640449,0.7162162162162162,0.7146666666666668,0.7482352941176471,2000
395,PA,0.7025,0.7106598984771574,0.6945812807881774,0.693069306930693,0.7121212121212122,0.7017543859649122,0.7032418952618456,2000
395,NB,0.885,0.9035532994923858,0.8669950738916257,0.8682926829268293,0.9025641025641026,0.8855721393034826,0.8844221105527638,2000
395,SGD,0.7375,0.700507614213198,0.7733990147783252,0.75,0.7268518518518519,0.7244094488188976,0.7494033412887829,2000
396,PA,0.625,0.6176470588235294,0.6326530612244898,0.6363636363636364,0.6138613861386139,0.6268656716417911,0.6231155778894472,2000
396,NB,0.87,0.8921568627450981,0.8469387755102041,0.8584905660377359,0.8829787234042553,0.875,0.8645833333333334,2000
396,SGD,0.7325,0.6617647058823529,0.8061224489795918,0.7803468208092486,0.6960352422907489,0.716180371352785,0.7470449172576832,2000
397,PA,0.6925,0.6237623762376238,0.7626262626262627,0.7283236994219653,0.6651982378854625,0.6719999999999999,0.7105882352941176,2000
397,NB,0.86,0.8712871287128713,0.8484848484848485,0.8543689320388349,0.865979381443299,0.8627450980392157,0.8571428571428571,2000
397,SGD,0.76,0.7079207920792079,0.8131313131313131,0.7944444444444444,0.7318181818181818,0.7486910994764396,0.770334928229665,2000
398,PA,0.665,0.601010101010101,0.7277227722772277,0.6839080459770115,0.6504424778761062,0.6397849462365591,0.6869158878504673,2000
398,NB,0.8675,0.8939393939393939,0.8415841584158416,0.84688995215311,0.8900523560209425,0.8697788697788698,0.8651399491094147,2000
398,SGD,0.7375,0.6666666666666666,0.806930693069307,0.7719298245614035,0.7117903930131004,0.7154471544715446,0.7563805104408353,2000
399,PA,0.635,0.7135678391959799,0.5572139303482587,0.6147186147186147,0.6627218934911243,0.6604651162790697,0.6054054054054054,2000
399,NB,0.8475,0.8743718592964824,0.8208955223880597,0.8285714285714286,0.868421052631579,0.8508557457212714,0.8439897698209718,2000
399,SGD,0.755,0.6834170854271356,0.8258706467661692,0.7953216374269005,0.7248908296943232,0.7351351351351352,0.772093023255814,2000
400,PA,0.635,0.7433155080213903,0.539906103286385,0.5864978902953587,0.7055214723926381,0.6556603773584906,0.6117021276595745,2000
400,NB,0.84,0.9090909090909091,0.7793427230046949,0.783410138248848,0.907103825136612,0.8415841584158417,0.8383838383838383,2000
400,SGD,0.695,0.6524064171122995,0.7323943661971831,0.6815642458100558,0.7058823529411765,0.6666666666666666,0.7188940092165899,2000
401,PA,0.6425,0.5778894472361809,0.7064676616915423,0.6609195402298851,0.6283185840707964,0.6166219839142091,0.6651053864168618,2000
401,NB,0.85,0.8592964824120602,0.8407960199004975,0.8423645320197044,0.8578680203045685,0.8507462686567163,0.849246231155779,2000
401,SGD,0.7425,0.6633165829145728,0.8208955223880597,0.7857142857142857,0.7112068965517241,0.7193460490463215,0.7621247113163973,2000
402,PA,0.6475,0.5606060606060606,0.7326732673267327,0.6727272727272727,0.6297872340425532,0.6115702479338843,0.6773455377574371,2000
402,NB,0.8425,0.8484848484848485,0.8366336633663366,0.835820895522388,0.8492462311557789,0.8421052631578948,0.8428927680798005,2000
402,SGD,0.7375,0.6868686868686869,0.7871287128712872,0.7597765363128491,0.7194570135746606,0.7214854111405835,0.7517730496453902,2000
403,PA,0.6725,0.6594594594594595,0.6837209302325581,0.6421052631578947,0.7,0.6506666666666666,0.691764705882353,2000
403,NB,0.865,0.8486486486486486,0.8790697674418605,0.8579234972677595,0.8709677419354839,0.8532608695652173,0.875,2000
403,SGD,0.745,0.6756756756756757,0.8046511627906977,0.7485029940119761,0.7424892703862661,0.7102272727272727,0.7723214285714286,2000
404,PA,0.7025,0.7419354838709677,0.6682242990654206,0.6602870813397129,0.7486910994764397,0.6987341772151899,0.7061728395061728,2000
404,NB,0.87,0.8709677419354839,0.8691588785046729,0.8526315789473684,0.8857142857142857,0.8617021276595744,0.8773584905660377,2000
404,SGD,0.7825,0.7473118279569892,0.8130841121495327,0.776536312849162,0.7873303167420814,0.7616438356164383,0.8,2000
405,PA,0.69,0.6616915422885572,0.7185929648241206,0.7037037037037037,0.6777251184834123,0.6820512820512821,0.6975609756097562,2000
405,NB,0.865,0.8955223880597015,0.8341708542713567,0.8450704225352113,0.8877005347593583,0.8695652173913043,0.8601036269430052,2000
405,SGD,0.7475,0.6865671641791045,0.8090452261306532,0.7840909090909091,0.71875,0.7320954907161804,0.7612293144208039,2000
406,PA,0.69,0.8609625668449198,0.539906103286385,0.6216216216216216,0.8156028368794326,0.7219730941704036,0.6497175141242938,2000
406,NB,0.825,0.893048128342246,0.7652582159624414,0.7695852534562212,0.8907103825136612,0.8267326732673268,0.8232323232323232,2000
406,SGD,0.785,0.7593582887700535,0.8075117370892019,0.7759562841530054,0.7926267281105991,0.7675675675675676,0.8,2000
407,PA,0.66,0.592964824120603,0.7263681592039801,0.6820809248554913,0.6431718061674009,0.6344086021505375,0.6822429906542056,2000
407,NB,0.8525,0.8994974874371859,0.8059701492537313,0.8211009174311926,0.8901098901098901,0.8585131894484411,0.845953002610966,2000
407,SGD,0.735,0.6884422110552764,0.7810945273631841,0.7569060773480663,0.7168949771689498,0.7210526315789474,0.7476190476190477,2000
408,PA,0.6575,0.575,0.74,0.688622754491018,0.6351931330472103,0.6267029972752043,0.6836027713625865,2000
408,NB,0.86,0.84,0.88,0.875,0.8461538461538461,0.8571428571428572,0.8627450980392156,2000
408,SGD,0.745,0.655,0.835,0.7987804878048781,0.7076271186440678,0.7197802197802199,0.7660550458715596,2000
409,PA,0.7175,0.6421568627450981,0.7959183673469388,0.7660818713450293,0.6812227074235808,0.6986666666666668,0.7341176470588235,2000
409,NB,0.915,0.9117647058823529,0.9183673469387755,0.9207920792079208,0.9090909090909091,0.9162561576354681,0.9137055837563451,2000
409,SGD,0.7825,0.7401960784313726,0.826530612244898,0.8162162162162162,0.7534883720930232,0.7763496143958868,0.7883211678832116,2000
410,PA,0.675,0.6455026455026455,0.7014218009478673,0.6594594594594595,0.6883720930232559,0.6524064171122994,0.6948356807511737,2000
410,NB,0.8525,0.873015873015873,0.8341232227488151,0.825,0.88,0.8483290488431877,0.8564476885644767,2000
410,SGD,0.755,0.708994708994709,0.7962085308056872,0.7570621468926554,0.7533632286995515,0.73224043715847,0.7741935483870968,2000
411,PA,0.67,0.5641025641025641,0.7707317073170732,0.7006369426751592,0.6502057613168725,0.6249999999999999,0.7053571428571429,2000
411,NB,0.8675,0.9128205128205128,0.824390243902439,0.8317757009345794,0.9086021505376344,0.8704156479217604,0.8644501278772379,2000
411,SGD,0.7975,0.7487179487179487,0.8439024390243902,0.8202247191011236,0.7792792792792793,0.7828418230563002,0.810304449648712,2000
412,PA,0.6575,0.7202072538860104,0.5990338164251208,0.6261261261261262,0.6966292134831461,0.6698795180722893,0.6441558441558441,2000
412,NB,0.8475,0.8652849740932642,0.8309178743961353,0.8267326732673267,0.8686868686868687,0.8455696202531646,0.8493827160493828,2000
412,SGD,0.7425,0.6839378238341969,0.7971014492753623,0.7586206896551724,0.7300884955752213,0.7193460490463215,0.7621247113163973,2000
413,PA,0.655,0.5693069306930693,0.7424242424242424,0.6927710843373494,0.6282051282051282,0.625,0.6805555555555556,2000
413,NB,0.85,0.8613861386138614,0.8383838383838383,0.8446601941747572,0.8556701030927835,0.8529411764705882,0.8469387755102041,2000
413,SGD,0.7275,0.6782178217821783,0.7777777777777778,0.7569060773480663,0.7031963470319634,0.7154046997389034,0.7386091127098321,2000
414,PA,0.6725,0.6021505376344086,0.7336448598130841,0.6627218934911243,0.6796536796536796,0.6309859154929577,0.7056179775280897,2000
414,NB,0.845,0.8978494623655914,0.7990654205607477,0.7952380952380952,0.9,0.8434343434343434,0.8465346534653466,2000
414,SGD,0.7075,0.6720430107526881,0.7383177570093458,0.6906077348066298,0.7214611872146118,0.6811989100817438,0.7297921478060045,2000
415,PA,0.63,0.6033519553072626,0.6515837104072398,0.5837837837837838,0.6697674418604651,0.5934065934065935,0.6605504587155963,2000
415,NB,0.855,0.8324022346368715,0.8733031674208145,0.8418079096045198,0.8654708520179372,0.8370786516853933,0.8693693693693693,2000
415,SGD,0.7275,0.6256983240223464,0.8099547511312217,0.7272727272727273,0.7276422764227642,0.6726726726726727,0.7665952890792291,2000
416,PA,0.6125,0.580952380952381,0.6473684210526316,0.6455026455026455,0.5829383886255924,0.6115288220551379,0.6134663341645884,2000
416,NB,0.85,0.9,0.7947368421052632,0.8289473684210527,0.877906976744186,0.8630136986301371,0.8342541436464088,2000
416,SGD,0.7375,0.6714285714285714,0.8105263157894737,0.7966101694915254,0.6905829596412556,0.7286821705426356,0.7457627118644067,2000
417,PA,0.6775,0.7445652173913043,0.6203703703703703,0.6255707762557078,0.7403314917127072,0.6799007444168734,0.6750629722921914,2000
417,NB,0.885,0.8641304347826086,0.9027777777777778,0.8833333333333333,0.8863636363636364,0.8736263736263735,0.8944954128440367,2000
417,SGD,0.7525,0.7010869565217391,0.7962962962962963,0.7456647398843931,0.7577092511013216,0.7226890756302521,0.7765237020316026,2000
418,PA,0.6425,0.5870646766169154,0.6984924623115578,0.6629213483146067,0.6261261261261262,0.6226912928759896,0.6603325415676959,2000
418,NB,0.8575,0.8606965174129353,0.8542713567839196,0.8564356435643564,0.8585858585858586,0.8585607940446649,0.8564231738035265,2000
418,SGD,0.7525,0.6666666666666666,0.8391959798994975,0.8072289156626506,0.7136752136752137,0.7302452316076294,0.771362586605081,2000
419,PA,0.6575,0.5235602094240838,0.7799043062200957,0.684931506849315,0.6417322834645669,0.5934718100890207,0.7041036717062634,2000
419,NB,0.8475,0.900523560209424,0.7990430622009569,0.8037383177570093,0.8978494623655914,0.8493827160493828,0.8455696202531645,2000
419,SGD,0.7625,0.7015706806282722,0.8181818181818182,0.7790697674418605,0.75,0.7382920110192838,0.7826086956521738,2000
420,PA,0.6675,0.6346153846153846,0.703125,0.6984126984126984,0.6398104265402843,0.6649874055415617,0.6699751861042184,2000
420,NB,0.84,0.8317307692307693,0.8489583333333334,0.8564356435643564,0.8232323232323232,0.8439024390243902,0.8358974358974359,2000
420,SGD,0.735,0.6730769230769231,0.8020833333333334,0.7865168539325843,0.6936936936936937,0.7253886010362695,0.7439613526570048,2000
421,PA,0.715,0.6492890995260664,0.7883597883597884,0.7740112994350282,0.6681614349775785,0.7061855670103092,0.7233009708737865,2000
421,NB,0.8775,0.8720379146919431,0.8835978835978836,0.8932038834951457,0.8608247422680413,0.882494004796163,0.8720626631853785,2000
